gene_id	gene_name	3_2_L3	3_4_L3	3_7_L3	P1_L3	P2_L3	P3_L3
MSTRG.27363	ENSG00000253562	0	0	2	0	0	1
MSTRG.27364	ENSG00000253532	0	0	0	0	0	0
MSTRG.27365	ENSG00000236583	0	0	0	0	0	0
MSTRG.27366	ENSG00000237704	0	0	0	0	0	0
MSTRG.27367	ENSG00000225017	1	0	0	0	0	0
MSTRG.27368	Y_RNA	0	0	0	0	0	0
MSTRG.27369	MIR599	0	0	0	0	0	0
MSTRG.2737	ADH5P3	0	0	0	0	0	0
MSTRG.27370	MIR875	0	0	0	0	0	0
MSTRG.27371	RN7SL350P	0	0	0	0	0	0
MSTRG.27372	ENSG00000235683	0	0	0	0	0	0
MSTRG.27373	ENSG00000253539	0	0	0	0	0	0
MSTRG.27374	ENSG00000253912	0	0	0	0	0	0
MSTRG.27375	COX6C	5230	4534	5561	5063	4992	5776
MSTRG.27376	ENSG00000287952	0	0	0	0	0	1
MSTRG.27377	POLR2K	3515	3495	3885	3275	3357	3364
MSTRG.27378	SPAG1	985	840	1085	1273	1204	1430
MSTRG.27379	Y_RNA	3	0	0	0	0	0
MSTRG.2738	ENSG00000233735	0	0	0	0	0	0
MSTRG.27380	UFM1P3	2	0	0	0	1	1
MSTRG.27381	Y_RNA	1	6	7	0	0	6
MSTRG.27382	RNF19A	2057	1697	1299	2887	2933	3169
MSTRG.27383	ENSG00000253217	0	1	0	7	5	5
MSTRG.27384	GAPDHP62	535	545	349	666	530	625
MSTRG.27385	PABPC1	49153	61158	46900	45023	40788	44162
MSTRG.27386	ENSG00000289284	0	4	0	0	0	0
MSTRG.27387	RPS26P6	14	13	19	18	19	16
MSTRG.27388	YWHAZ	48208	47893	47314	45444	43518	47568
MSTRG.27389		0	0	0	0	0	0
MSTRG.2739	ENSG00000233519	0	0	0	0	0	1
MSTRG.27390	ZNF706	2162	2173	2221	2342	2471	2487
MSTRG.27391	ENSG00000271882	1	0	4	1	2	5
MSTRG.27392	NCALD	253	11	0	306	277	269
MSTRG.27393	ENSG00000253629	0	0	0	0	0	0
MSTRG.27394		0	0	1	21	0	0
MSTRG.27395	ENSG00000238372	0	0	0	0	0	0
MSTRG.27396	PDCL3P2	0	0	0	0	0	0
MSTRG.27397	RRM2B	5808	3678	3915	3817	3441	3681
MSTRG.27398	UBR5-DT	49	37	35	55	50	47
MSTRG.27399	SUMO2P19	1	1	1	12	8	20
MSTRG.274	MIIP	653	781	786	666	697	636
MSTRG.2740	FH	5620	5920	6722	5464	6166	6495
MSTRG.27400	UBR5	6509	6375	5892	7434	7294	8012
MSTRG.27401	ENSG00000272037	12	18	10	17	16	20
MSTRG.27402	ENSG00000253633	125	84	98	83	79	73
MSTRG.27403	RNU6-1224P	0	0	0	0	0	1
MSTRG.27404		34	41	60	61	36	56
MSTRG.27405	KLF10	9613	4398	7855	7534	7129	7727
MSTRG.27406		1	0	20	3	0	0
MSTRG.27407	GASAL1	491	241	411	466	369	430
MSTRG.27408	ENSG00000289653	10346	13572	14758	10848	10775	11898
MSTRG.27409	ENSG00000253385	2	1	1	0	2	0
MSTRG.2741	KMO	22	17	59	19	62	53
MSTRG.27410	MAILR	74	91	120	70	79	56
MSTRG.27411	ENSG00000253263	2	0	0	0	0	1
MSTRG.27412	RPL5P24	0	0	0	4	0	0
MSTRG.27413	Y_RNA	0	0	0	0	0	0
MSTRG.27414	ENSG00000254236	0	0	1	1	1	0
MSTRG.27415	ATP6V1C1	3961	2902	4795	4637	4461	4788
MSTRG.27416	LINC01181	0	0	0	0	0	0
MSTRG.27417	BAALC-AS2	0	0	0	0	0	0
MSTRG.27418	BAALC	2	3	1	0	0	0
MSTRG.27419	BAALC-AS1	19	37	13	12	10	26
MSTRG.2742	CHML	6208	4018	6561	6065	5886	6357
MSTRG.27420	MIR3151	0	0	0	0	0	0
MSTRG.27421	ENSG00000253851	0	0	0	0	0	0
MSTRG.27422	FZD6	3882	2963	2009	2759	2740	2834
MSTRG.27423	ENSG00000286337	3	2	2	6	2	5
MSTRG.27424	CTHRC1	134	452	110	31	19	8
MSTRG.27425	LINC02933	4	0	0	1	10	4
MSTRG.27426	ENSG00000253477	2324	2079	2725	2298	2280	2377
MSTRG.27427	DCAF13	6697	6403	8061	6367	6205	6955
MSTRG.27428	ENSG00000288945	41	40	33	32	43	31
MSTRG.27429	ENSG00000261670	1	4	0	1	0	0
MSTRG.2743	ENSG00000287513	10	7	6	4	8	5
MSTRG.27430	ENSG00000271830	0	0	0	0	0	0
MSTRG.27431	RIMS2	0	0	0	0	5	1
MSTRG.27432	PTMAP15	0	0	0	0	0	0
MSTRG.27433	ENSG00000254644	0	0	0	0	0	0
MSTRG.27434	LRP12	2684	3828	3930	2313	2206	2221
MSTRG.27435	NDUFA5P2	0	0	0	0	0	0
MSTRG.27436	ZFPM2	75	56	28	65	48	67
MSTRG.27437	ENSG00000283157	0	0	0	0	0	0
MSTRG.27438	ENSG00000243939	0	0	0	0	0	0
MSTRG.27439	ENSG00000253997	0	0	0	0	0	0
MSTRG.2744	WDR64	0	0	4	0	0	0
MSTRG.27440	ENSG00000240271	0	0	0	0	0	0
MSTRG.27441	ENSG00000254041	0	0	0	0	0	0
MSTRG.27442	TMCC1P1	0	0	0	0	0	0
MSTRG.27443	ENSG00000243171	0	0	0	0	0	0
MSTRG.27444	ZFPM2-AS1	318	222	228	318	314	399
MSTRG.27445	ENSG00000253420	0	0	0	0	0	0
MSTRG.27446	ENSG00000254141	0	0	0	0	0	0
MSTRG.27447	RPL12P24	0	0	0	0	0	0
MSTRG.27448	ENSG00000253526	0	0	0	0	0	0
MSTRG.27449	Y_RNA	0	0	0	0	0	0
MSTRG.2745	ENSG00000288723	0	0	0	0	0	0
MSTRG.27450	OXR1	1778	1362	1545	1593	1550	1669
MSTRG.27451	OXR1-AS1	3	0	4	1	0	0
MSTRG.27452		14	17	11	12	16	19
MSTRG.27453	TAGLN2P1	31	70	40	7	25	38
MSTRG.27454	RNU7-84P	0	1	1	0	0	0
MSTRG.27455	ANGPT1	65	1223	904	181	148	118
MSTRG.27456	EIF3E	26769	22833	26683	22793	21883	22524
MSTRG.27457	ENSG00000289094	28	15	9	48	41	45
MSTRG.27458	ENSG00000253754	0	0	0	0	0	0
MSTRG.27459	RPS17P14	0	0	0	0	0	0
MSTRG.2746	RPL6P3	0	0	0	0	0	0
MSTRG.27460	EMC2	2381	2266	2268	2089	2346	2347
MSTRG.27461	NUDCD1	3561	4364	4102	4078	3690	3930
MSTRG.27462	ENSG00000250267	0	0	0	0	0	2
MSTRG.27463	ENY2	5752	5390	5424	5531	5714	6151
MSTRG.27464	EBAG9	1275	1005	1295	1456	1468	1471
MSTRG.27465		16	36	24	10	11	16
MSTRG.27466	EIF3H	12026	12135	12351	10702	11743	11877
MSTRG.27467	ENSG00000289382	8	15	2	7	8	11
MSTRG.27468	UTP23	1338	1236	1480	1506	1430	1547
MSTRG.27469	MIR3610	12314	11137	10862	13854	12881	13668
MSTRG.2747	EXO1	3109	3835	4565	3991	4069	4129
MSTRG.27470	RAD21-AS1	3	7	1	5	3	1
MSTRG.27471	MED30	115	265	178	186	254	230
MSTRG.27472	RPS10P16	1	0	2	0	0	0
MSTRG.27473	EXT1	5482	7651	6320	4744	4525	4856
MSTRG.27474	ENSG00000286282	0	0	0	0	0	0
MSTRG.27475	ENSG00000206776	0	0	0	0	0	0
MSTRG.27476	CCN3	259	62	129	28	25	29
MSTRG.27477	ENSG00000253398	0	0	0	0	0	0
MSTRG.27478	TAF2	3414	4117	3782	3718	3731	3811
MSTRG.27479	ENSG00000286362	25	26	35	11	12	10
MSTRG.2748		266	858	319	13	0	1
MSTRG.27480	DSCC1	1068	1259	1253	1209	1180	1390
MSTRG.27481	ENSG00000279347	43	30	11	27	20	26
MSTRG.27482	RN7SL396P	4	0	0	1	0	0
MSTRG.27483	DEPTOR-AS1	0	1	2	1	0	0
MSTRG.27484	DEPTOR	41	23	7	69	73	71
MSTRG.27485	RNA5SP277	0	0	0	0	0	0
MSTRG.27486	MRPL13	4041	4283	4234	3548	3499	3748
MSTRG.27487	MTBP	795	749	712	1089	951	1063
MSTRG.27488	SNTB1	23	77	85	28	30	29
MSTRG.27489	NCAPGP1	0	0	0	0	0	0
MSTRG.2749	CEP170	3409	4531	3018	3605	3462	3827
MSTRG.27490	ENSG00000248318	0	0	0	0	0	0
MSTRG.27491	ENSG00000272502	0	0	0	0	0	0
MSTRG.27492	HAS2	440	2445	609	740	575	615
MSTRG.27493	HAS2-AS1	93	75	93	60	60	69
MSTRG.27494	LINC02855	0	0	0	0	0	0
MSTRG.27495	ENSG00000254303	0	0	0	0	0	0
MSTRG.27496	MRPS36P3	0	0	0	0	0	0
MSTRG.27497	ENSG00000272384	0	14	5	2	0	1
MSTRG.27498	ENSG00000272043	0	0	0	0	0	0
MSTRG.27499	ZHX2	627	667	459	358	306	282
MSTRG.275	Y_RNA	0	0	0	1	5	1
MSTRG.2750	ENSG00000227230	13	5	3	4	6	10
MSTRG.27500	ENSG00000253372	1	0	2	0	1	0
MSTRG.27501	ENSG00000253607	0	0	1	0	0	0
MSTRG.27502	DERL1	4049	3437	3896	3928	3827	3931
MSTRG.27503	TBC1D31	807	895	960	951	1004	951
MSTRG.27504	HMGB1P19	1	3	1	0	0	0
MSTRG.27505	ZHX1	3340	3294	3243	3367	3082	3488
MSTRG.27506	UBA52P5	0	0	0	2	0	0
MSTRG.27507	RNU6-628P	0	0	0	0	0	0
MSTRG.27508	ATAD2	7304	9919	8628	9446	9238	10031
MSTRG.27509	RNU6-875P	3	1	1	0	1	6
MSTRG.2751	ENSG00000232085	0	0	0	0	0	0
MSTRG.27510	MIR548D1	0	0	0	0	0	0
MSTRG.27511	MIR548AA1	0	0	0	0	0	0
MSTRG.27512	DUTP2	5	1	6	0	0	1
MSTRG.27513	IMPDH1P6	2	1	4	6	1	3
MSTRG.27514	NTAQ1	1140	1221	1124	1083	1029	1121
MSTRG.27515	U4	6	4	2	2	9	4
MSTRG.27516	FBXO32	620	1460	1343	349	364	412
MSTRG.27517	ANXA13	244	25	31	836	806	537
MSTRG.27518	FAM91A1	5486	4456	5625	5272	5215	5618
MSTRG.27519	ENSG00000253227	185	125	495	197	242	247
MSTRG.2752	SDCCAG8	1289	1487	1389	1032	902	923
MSTRG.27520	TMEM65	1613	1053	1072	2528	2569	2561
MSTRG.27521		0	0	0	0	0	0
MSTRG.27522	ENSG00000253106	3640	2599	3492	3117	3122	2983
MSTRG.27523	RNF139-DT	162	153	121	103	132	140
MSTRG.27524	TATDN1	2289	1875	2198	2021	1924	2009
MSTRG.27525	NDUFB9	3095	2848	3078	2837	2753	2851
MSTRG.27526	MTSS1	71	162	72	81	100	95
MSTRG.27527	SQLE	4800	5044	4335	6327	6708	6369
MSTRG.27528	WASHC5	5223	4981	5938	5283	5065	5574
MSTRG.27529	WASHC5-AS1	5	2	2	8	4	5
MSTRG.2753	FCF1P7	0	0	8	0	0	1
MSTRG.27530	NSMCE2	1521	1698	1527	1352	1219	1370
MSTRG.27531	RN7SL329P	0	0	0	0	0	0
MSTRG.27532	ENSG00000254431	2	1	0	0	1	0
MSTRG.27533	TRIB1	4031	1886	2081	1828	1818	1734
MSTRG.27534	LRATD2	157	35	32	322	348	327
MSTRG.27535	POU5F1B	9	3	3	2	14	1
MSTRG.27536	ENSG00000253543	0	0	0	0	0	0
MSTRG.27537	RNU11-4P	0	0	0	0	0	0
MSTRG.27538	ENSG00000253573	0	0	0	0	0	0
MSTRG.27539	CASC19	1483	223	1538	588	695	859
MSTRG.2754	MIR4677	0	0	1	0	0	0
MSTRG.27540	PRNCR1	4	0	0	0	2	1
MSTRG.27541	ENSG00000224722	0	0	0	0	0	0
MSTRG.27542	ENSG00000287781	1	0	2	2	4	1
MSTRG.27543	CASC8	309	295	240	217	293	272
MSTRG.27544	ENSG00000271509	1	1	0	4	0	1
MSTRG.27545	CCAT2	0	0	0	0	0	0
MSTRG.27546	CASC11	0	6	4	5	1	2
MSTRG.27547	MYC	7415	6145	6931	7550	8107	8033
MSTRG.27548	PVT1	2380	1992	2229	1885	1920	2076
MSTRG.27549	LINC02912	43	11	42	13	8	13
MSTRG.2755	AKT3	4290	4025	2852	4013	3597	3997
MSTRG.27550	MIR1205	0	1	4	1	2	0
MSTRG.27551	RNU4-25P	2	4	0	5	2	1
MSTRG.27552	MIR1208	1	3	4	2	0	1
MSTRG.27553	ENSG00000254317	5	12	11	17	21	21
MSTRG.27554	CYRIB	6141	6048	6305	5818	6375	6784
MSTRG.27555	ENSG00000243402	0	1	0	0	0	2
MSTRG.27556	ENSG00000200075	0	0	0	0	0	0
MSTRG.27557	ENSG00000254263	6	3	1	0	0	2
MSTRG.27558	ENSG00000253720	0	0	1	2	0	4
MSTRG.27559	ENSG00000287195	0	0	0	1	0	0
MSTRG.2756	ENSG00000236031	3	1	0	5	1	0
MSTRG.27560	RNU7-181P	0	0	0	1	0	0
MSTRG.27561	MIR5194	0	0	0	0	0	1
MSTRG.27562	ASAP1	10116	11183	10454	9217	8538	9499
MSTRG.27563		0	0	0	0	0	0
MSTRG.27564	RNU6-1255P	0	0	0	0	0	0
MSTRG.27565	ASAP1-IT2	2	1	0	0	0	0
MSTRG.27566	ENSG00000212342	0	0	0	0	1	0
MSTRG.27567	ENSG00000287201	0	0	3	0	0	0
MSTRG.27568	ENSG00000286535	3	9	16	0	3	8
MSTRG.27569	EFR3A	7778	6471	9724	7242	7024	7602
MSTRG.2757	FABP7P1	0	0	0	0	0	0
MSTRG.27570	PHF20L1	4013	3608	3470	3855	3636	3951
MSTRG.27571	ENSG00000270137	0	0	0	1	0	7
MSTRG.27572	ENSG00000223697	13	20	9	12	11	24
MSTRG.27573	NDRG1	3342	2618	2773	4399	4694	4320
MSTRG.27574	ST3GAL1	2286	2278	1954	1184	1265	1296
MSTRG.27575	ENSG00000283176	0	0	0	0	0	0
MSTRG.27576	ENSG00000283197	0	0	0	0	0	0
MSTRG.27577	ENSG00000289050	12	11	10	0	1	7
MSTRG.27578	ST3GAL1-DT	123	100	112	82	94	87
MSTRG.27579	ZFAT	583	580	428	559	474	516
MSTRG.2758	AKT3-IT1	0	0	0	0	0	0
MSTRG.27580	ENSG00000278454	0	0	0	0	0	0
MSTRG.27581	ENSG00000271048	0	0	0	0	0	0
MSTRG.27582	TRAPPC9	1569	1806	1355	1723	1649	1449
MSTRG.27583	ENSG00000253574	0	0	0	0	0	0
MSTRG.27584	C8orf17	0	1	0	0	0	0
MSTRG.27585	ENSG00000274064	0	0	0	0	0	0
MSTRG.27586	CHRAC1	2088	2107	2504	2185	2382	2289
MSTRG.27587	AGO2	4503	4719	3284	4717	4473	4505
MSTRG.27588	ENSG00000280326	5	0	0	0	2	1
MSTRG.27589		0	16	0	0	0	0
MSTRG.2759	LINC02774	0	1	1	0	3	2
MSTRG.27590		9	28	37	0	0	1
MSTRG.27591	PTK2	8085	6868	8095	9256	8611	8972
MSTRG.27592	MIR151A	1	0	0	0	0	0
MSTRG.27593	ENSG00000279786	0	0	0	0	0	0
MSTRG.27594	RNA5SP278	0	0	0	0	0	0
MSTRG.27595	DENND3	1616	1776	1734	2346	2245	2534
MSTRG.27596	DENND3-AS1	184	239	271	141	148	185
MSTRG.27597	SLC45A4	531	565	468	1576	1661	1389
MSTRG.27598	ENSG00000280035	1	1	4	3	1	1
MSTRG.27599	ENSG00000253307	6	2	12	5	3	10
MSTRG.276	MIR6729	0	0	0	0	0	0
MSTRG.2760	ENSG00000289055	2	0	0	5	4	10
MSTRG.27600	ENSG00000254019	0	0	0	0	0	0
MSTRG.27601	ENSG00000254197	0	0	0	0	0	0
MSTRG.27602	JRK	1868	1912	2067	2218	2365	2270
MSTRG.27603	PSCA	32	9	55	23	43	38
MSTRG.27604	LY6K	56	35	111	50	112	102
MSTRG.27605	LNCOC1	58	11	42	17	30	33
MSTRG.27606	THEM6	975	1426	1245	1439	1536	1146
MSTRG.27607	ENSG00000253806	0	0	0	0	0	0
MSTRG.27608	LY6E-DT	0	0	5	7	6	3
MSTRG.27609	CDC42P3	0	0	0	0	0	0
MSTRG.2761	ZBTB18	1548	2216	1416	1311	1424	1485
MSTRG.27610	LY6E	2818	2909	4217	3649	4487	3812
MSTRG.27611	GLI4	3006	2624	2992	2801	3020	2889
MSTRG.27612	MINCR	326	303	389	323	286	332
MSTRG.27613	ZNF696	490	684	590	615	768	622
MSTRG.27614	ENSG00000272172	4	13	16	7	16	10
MSTRG.27615	TOP1MT	1907	2279	2326	1811	2263	2105
MSTRG.27616	RNU6-220P	0	0	0	0	0	0
MSTRG.27617	RHPN1-AS1	54	19	30	60	69	53
MSTRG.27618	RHPN1	945	508	739	1019	1432	1404
MSTRG.27619		58	133	142	68	62	90
MSTRG.2762	C1orf100	4	3	9	0	0	1
MSTRG.27620	LINC02990	8	3	7	1	2	4
MSTRG.27621	MAFA-AS1	1	1	4	1	0	1
MSTRG.27622	MAFA	0	1	1	3	2	2
MSTRG.27623	ZC3H3	1730	1580	1654	1618	1718	1561
MSTRG.27624	RN7SKP175	60	55	55	31	37	49
MSTRG.27625	ENSG00000254859	1	1	0	3	7	4
MSTRG.27626	GSDMD	2403	2157	2307	1998	2505	2215
MSTRG.27627		164	168	251	164	210	207
MSTRG.27628	EEF1D	12644	13447	16484	11412	12486	12528
MSTRG.27629	ENSG00000255050	0	0	0	0	0	0
MSTRG.2763	ADSS2	4737	4755	4243	4435	4865	5044
MSTRG.27630	ENSG00000254741	129	130	130	115	93	116
MSTRG.27631	TIGD5	410	614	441	464	563	492
MSTRG.27632	PYCR3	1769	2467	2785	1802	2031	1926
MSTRG.27633	GFUS	3184	3772	3308	2660	2462	2553
MSTRG.27634	ENSG00000254812	12	6	16	17	8	11
MSTRG.27635	ZNF623	2204	2444	1912	2515	2482	2737
MSTRG.27636	ZNF707	744	611	612	655	775	726
MSTRG.27637	LINC02878	45	4	22	30	41	26
MSTRG.27638	CCDC166	0	0	0	0	0	0
MSTRG.27639	ENSG00000254574	0	0	0	0	0	0
MSTRG.2764	TGIF2P1	6	0	0	0	0	0
MSTRG.27640	MIR4664	3705	2204	2506	2874	3931	3430
MSTRG.27641	IQANK1	99	65	66	84	57	88
MSTRG.27642	ENSG00000254973	1	5	0	5	4	1
MSTRG.27643	MIR937	8346	8601	8170	7193	10966	9262
MSTRG.27644	PUF60	12183	12566	12986	12088	13193	11789
MSTRG.27645	ENSG00000287222	274	242	274	254	268	286
MSTRG.27646	NRBP2	1742	1591	1532	1068	1219	1191
MSTRG.27647	ENSG00000285599	0	0	0	0	0	0
MSTRG.27648	PLEC	37400	37300	47253	29037	41184	37981
MSTRG.27649		0	0	0	0	0	0
MSTRG.2765	DESI2	5587	4214	4499	5479	5266	5557
MSTRG.27650	MIR661	1	4	0	0	1	1
MSTRG.27651	PARP10	235	224	580	139	161	167
MSTRG.27652	GRINA	5525	6475	7407	4870	5397	4826
MSTRG.27653	SPATC1	4	0	0	4	1	4
MSTRG.27654	SMPD5	2	2	0	5	4	7
MSTRG.27655	OPLAH	810	1273	715	552	948	815
MSTRG.27656	MIR6846	0	0	0	0	0	0
MSTRG.27657	ENSG00000255224	32	64	59	62	76	66
MSTRG.27658	GPAA1	6415	8651	7786	5694	5903	5552
MSTRG.27659	CYC1	8627	9436	9616	9108	9495	8544
MSTRG.2766	ENSG00000232059	0	1	1	1	0	1
MSTRG.27660	SHARPIN	2104	2527	2343	1739	1620	1410
MSTRG.27661	MAF1	4737	3713	4447	4539	4486	4069
MSTRG.27662	WDR97	340	412	263	281	298	307
MSTRG.27663	HGH1	2513	3190	2777	2492	2347	2326
MSTRG.27664	MROH1	1286	1317	1341	835	1015	825
MSTRG.27665	BOP1	1594	2331	2395	2034	2088	1949
MSTRG.27666		9	10	5	4	12	4
MSTRG.27667	SCX	13	6	8	4	4	7
MSTRG.27668	HSF1	3694	4248	4487	3526	3674	3669
MSTRG.27669	DGAT1	1296	1310	1166	1298	1168	1063
MSTRG.2767	COX20	61	62	79	75	50	75
MSTRG.27670	SCRT1	11	0	0	1	1	5
MSTRG.27671	SLC52A2	2408	3015	2740	2112	2741	2563
MSTRG.27672	FBXL6	850	1172	549	685	614	688
MSTRG.27673	ADCK5	373	465	332	310	439	357
MSTRG.27674	MIR6849	7022	8155	6172	7068	8060	7264
MSTRG.27675	ENSG00000272115	0	1	1	0	0	0
MSTRG.27676	SLC39A4	518	789	730	410	561	551
MSTRG.27677	VPS28	3113	2919	2620	2459	2179	1899
MSTRG.27678	TONSL	1972	2780	2131	2008	2708	2584
MSTRG.27679	MIR6893	0	0	0	0	0	0
MSTRG.2768	HNRNPU	42615	43638	39035	41892	40701	44562
MSTRG.27680	TONSL-AS1	32	32	57	36	51	38
MSTRG.27681		7	14	4	17	10	13
MSTRG.27682	ZFTRAF1	2631	2318	2228	2730	2893	2793
MSTRG.27683	ENSG00000254578	0	0	0	0	0	0
MSTRG.27684	KIFC2	1476	1532	1179	1143	1183	1088
MSTRG.27685	FOXH1	2	2	2	4	9	1
MSTRG.27686	PPP1R16A	415	585	698	410	736	709
MSTRG.27687	ENSG00000255182	97	112	86	122	149	174
MSTRG.27688	GPT	42	24	17	36	65	49
MSTRG.27689	MFSD3	776	1081	893	890	1162	956
MSTRG.2769	ENSG00000273175	0	1	0	1	0	0
MSTRG.27690	C8orf82	3963	5351	4336	3992	4891	4575
MSTRG.27691	ENSG00000265393	0	0	0	0	0	0
MSTRG.27692	LRRC14	1810	2099	1764	1743	1821	1715
MSTRG.27693	ARHGAP39	850	980	851	1029	1482	1413
MSTRG.27694	ENSG00000255456	0	0	1	0	0	0
MSTRG.27695	Metazoa_SRP	0	0	1	0	0	0
MSTRG.27696	ZNF251	1105	1469	688	849	873	937
MSTRG.27697	MIR6850	21867	26799	26583	18042	30670	28866
MSTRG.27698		0	0	0	0	0	0
MSTRG.27699	ZNF7	1350	1232	1331	1224	1250	1366
MSTRG.277	VPS13D	2182	2104	2089	1970	1943	1891
MSTRG.2770	ENSG00000272195	9	1	2	0	9	4
MSTRG.27700	COMMD5	1778	1463	1914	1518	1605	1512
MSTRG.27701	ZNF250	281	427	273	453	468	474
MSTRG.27702	ZNF16	542	358	441	370	287	358
MSTRG.27703	ZNF252P	1376	1353	1351	1007	956	1117
MSTRG.27704	ENSG00000255164	1	1	0	0	1	1
MSTRG.27705	TMED10P1	0	0	0	0	0	0
MSTRG.27706	ZNF252P-AS1	1	1	8	5	12	7
MSTRG.27707	ENSG00000255530	0	0	0	0	0	0
MSTRG.27708	C8orf33	6250	6760	6272	5579	5594	5784
MSTRG.27709	ENSG00000284986	504	714	902	424	470	393
MSTRG.2771	EFCAB2	418	486	381	369	428	395
MSTRG.27710	MIR1302-9	2	0	5	2	0	2
MSTRG.27711	FAM138C	0	0	0	0	0	0
MSTRG.27712	PGM5P3-AS1	10	31	90	16	10	5
MSTRG.27713	CBWD1	1282	972	1174	907	833	952
MSTRG.27714	DOCK8-AS1	0	0	0	0	0	0
MSTRG.27715	DOCK8	25	5	5	7	34	17
MSTRG.27716	ENSG00000235880	0	0	0	0	0	0
MSTRG.27717	DOCK8-AS2	0	0	0	0	0	1
MSTRG.27718	KANK1	1561	900	1354	1988	1778	1886
MSTRG.27719	RPL12P25	1	1	8	1	4	1
MSTRG.2772	RNU6-1089P	0	0	0	0	0	1
MSTRG.27720	ENSG00000228115	0	0	0	0	0	0
MSTRG.27721	RNU6-1327P	0	0	2	0	2	0
MSTRG.27722	EIF1P1	0	0	0	0	0	0
MSTRG.27723	ENSG00000227914	0	0	0	0	0	0
MSTRG.27724	SMARCA2	6007	6915	6174	4076	4023	4201
MSTRG.27725	SMARCA2-AS1	0	0	0	0	0	0
MSTRG.27726	RNU2-25P	0	0	0	0	0	0
MSTRG.27727	VLDLR-AS1	152	115	39	31	28	34
MSTRG.27728	ENSG00000231052	0	0	0	0	0	0
MSTRG.27729	VLDLR	5269	4033	2224	2534	2379	2494
MSTRG.2773	RNU6-999P	0	0	0	0	0	0
MSTRG.27730	PUM3	7742	9054	9158	5826	5763	5985
MSTRG.27731	KCNV2	5	11	2	5	5	5
MSTRG.27732	ENSG00000289552	21	18	18	16	31	22
MSTRG.27733	RFX3	487	349	378	359	312	293
MSTRG.27734	ENSG00000215297	0	0	0	0	0	0
MSTRG.27735	ENSG00000288963	19	3	12	9	5	18
MSTRG.27736	RFX3-DT	78	43	41	43	27	62
MSTRG.27737	ENSG00000237359	0	0	0	0	0	0
MSTRG.27738	ENSG00000226669	1	0	0	0	2	0
MSTRG.27739	GLIS3	1548	1747	1531	2358	2277	2401
MSTRG.2774	ENSG00000223353	0	0	0	0	0	0
MSTRG.27740	ENSG00000236724	0	0	0	0	0	0
MSTRG.27741	GLIS3-AS1	0	0	0	0	0	0
MSTRG.27742	ENSG00000230001	1	0	2	0	3	0
MSTRG.27743	GLIS3-AS2	7	5	4	3	8	2
MSTRG.27744	SLC1A1	112	29	14	60	64	44
MSTRG.27745	SPATA6L	235	134	276	151	151	175
MSTRG.27746	ENSG00000225893	7	0	0	1	0	0
MSTRG.27747	PLPP6	852	674	818	768	743	747
MSTRG.27748	CDC37L1-DT	12	4	12	7	15	10
MSTRG.27749	CDC37L1	1271	876	885	980	966	1177
MSTRG.2775	SMYD3	1122	2357	1581	787	858	906
MSTRG.27750	AK3	7595	5818	5545	5439	5210	5170
MSTRG.27751	ENSG00000287759	0	0	0	1	0	0
MSTRG.27752	RCL1	2488	2189	2915	2083	2558	2511
MSTRG.27753	KLF4P1	0	0	0	0	0	0
MSTRG.27754	MIR101-2	0	0	0	0	0	0
MSTRG.27755	ENSG00000228165	0	0	0	0	0	0
MSTRG.27756	JAK2	573	643	614	766	706	695
MSTRG.27757	CSNK1G2P1	0	0	0	0	0	0
MSTRG.27758	PDSS1P1	0	0	0	0	0	0
MSTRG.27759	MTND6P5	0	0	0	1	0	0
MSTRG.2776	ENSG00000235096	0	0	0	0	0	0
MSTRG.27760	MTND1P11	0	0	0	0	0	0
MSTRG.27761	MTCO1P11	0	0	2	0	1	0
MSTRG.27762	MTCO2P11	0	0	0	0	0	0
MSTRG.27763	MTATP6P11	0	0	0	0	0	0
MSTRG.27764	MTCO3P11	1	1	1	0	0	0
MSTRG.27765	MTND4P14	0	2	0	0	0	0
MSTRG.27766	MTND5P14	0	0	0	0	0	0
MSTRG.27767	TCF3P1	0	1	0	0	0	4
MSTRG.27768	IGHEP2	1	2	9	0	2	1
MSTRG.27769	INSL6	2	2	0	0	1	2
MSTRG.2777	SMYD3-AS1	0	1	0	0	0	0
MSTRG.27770	INSL4	303	541	142	1253	1156	909
MSTRG.27771	PLGRKT	1821	3639	2369	1202	1243	1276
MSTRG.27772	RNF152P1	2	0	4	0	0	0
MSTRG.27773	CD274	974	6237	1391	1041	1069	1236
MSTRG.27774	ENSG00000286162	73	186	87	40	48	90
MSTRG.27775	PDCD1LG2	459	1712	907	100	93	126
MSTRG.27776	ENSG00000286162	21	72	40	17	19	20
MSTRG.27777	ENSG00000231509	1	0	0	0	0	0
MSTRG.27778	RIC1	3137	3448	2758	2266	2064	2212
MSTRG.27779	ENSG00000225408	1	4	0	0	0	0
MSTRG.2778	CHCHD4P5	0	0	0	0	0	0
MSTRG.27780	ERMP1	4016	3838	3759	5015	4473	4148
MSTRG.27781	AK4P4	0	1	0	0	0	0
MSTRG.27782	KIAA2026	1526	1923	1367	1452	1245	1298
MSTRG.27783	MLANA	32	23	20	12	13	17
MSTRG.27784	MIR4665	0	0	0	0	0	0
MSTRG.27785	RANBP6	5068	5652	3924	3537	3424	3707
MSTRG.27786		152	700	156	16	6	11
MSTRG.27787	IL33	590	4947	215	17	10	8
